boosts,damageDealt,DBNOs,kills,killStreaks,longestKill,walkDistance,weaponsAcquired
2,959.4,0,7,1,101.2,1983.0,7
8,803.6,6,7,2,212.4,2956.0,8
3,719.1,4,5,1,70.81,2431.0,6
2,516.2,3,5,2,47.97,2168.0,4
2,1037.0,8,11,2,160.3,3358.0,6
5,832.0,7,7,2,140.5,2621.0,5
5,2016.0,12,13,1,215.0,3152.0,5
2,687.7,2,6,2,52.66,1590.0,4
7,631.7,4,6,2,62.18,3784.0,3
6,924.0,7,9,2,87.42,3042.0,8
5,508.9,3,6,2,40.65,3489.0,11
0,777.7,6,8,5,26.24,732.5,3
1,566.4,4,6,2,51.35,1220.0,8
4,1016.0,6,11,3,92.75,2813.0,6
3,635.6,4,6,2,84.62,1213.0,6
2,749.8,2,7,2,159.6,1858.0,5
2,607.2,3,7,2,52.03,4025.0,5
8,1305.0,8,11,2,71.75,3135.0,3
5,708.9,3,7,2,26.93,2256.0,4
1,910.7,6,10,2,90.48,2800.0,4
6,779.9,4,10,2,184.7,1456.0,7
1,665.1,4,6,1,84.68,1352.0,5
7,437.1,4,6,2,207.9,2386.0,6
0,526.0,6,7,2,181.2,2525.0,7
7,872.4,3,9,3,47.97,3403.0,9
5,545.7,5,8,2,108.2,3333.0,3
6,636.9,4,8,2,138.4,2042.0,6
1,552.3,7,8,3,108.1,1686.0,8
5,697.0,6,7,2,125.9,3759.0,10
3,870.7,0,8,1,79.8,3475.0,7
2,677.6,8,7,4,60.33,2103.0,4
6,1723.0,15,19,4,256.1,3114.0,6
7,688.0,4,7,2,95.31,3491.0,8
3,591.0,5,7,3,14.35,1533.0,3
3,1165.0,8,10,3,492.8,2351.0,6
9,618.9,7,8,2,130.5,3622.0,7
4,377.2,4,6,1,58.11,2434.0,2
4,713.9,5,6,2,84.32,2185.0,6
6,826.6,8,11,4,233.8,3277.0,5
4,431.4,3,6,2,250.6,2656.0,3
4,498.7,2,6,2,282.1,3118.0,5
3,735.0,3,6,2,393.7,1471.0,5
3,659.6,4,7,2,255.5,4971.0,7
8,527.0,5,7,2,264.8,3529.0,5
6,622.2,6,6,2,776.5,2314.0,8
7,549.8,2,6,2,96.45,1905.0,5
6,766.8,4,9,2,148.9,2754.0,6
4,669.6,3,8,1,108.6,2285.0,5
5,1065.0,9,9,4,14.42,3350.0,4
6,756.5,2,9,2,120.5,3145.0,13
4,845.4,3,9,2,172.5,4022.0,5
4,624.2,5,6,3,55.04,2343.0,7
3,426.3,5,6,2,113.3,4030.0,7
2,648.0,3,4,1,134.3,3436.0,3
8,896.0,0,9,1,148.1,3151.0,8
7,1111.0,0,10,1,184.2,4287.0,5
2,405.4,3,5,2,31.26,404.1,4
3,730.9,6,8,2,104.5,2389.0,3
0,728.6,6,7,2,77.22,605.7,5
5,816.6,5,6,3,49.04,2861.0,10
3,835.4,0,8,1,67.02,3012.0,3
6,792.6,0,7,1,71.29,1593.0,6
8,900.2,7,9,2,97.01,5916.0,3
6,798.2,4,8,2,328.8,3660.0,6
6,721.8,0,7,1,171.8,2623.0,3
10,1453.0,8,15,2,438.3,4054.0,4
5,788.9,4,7,2,255.0,2969.0,5
5,448.7,2,5,1,112.2,5252.0,5
3,438.4,4,5,2,163.1,2111.0,6
3,693.4,4,9,2,238.4,3862.0,6
4,1382.0,8,10,2,222.8,2941.0,4
8,564.5,4,6,2,36.95,2838.0,9
2,1014.0,7,10,3,263.7,3670.0,4
2,1013.0,4,5,2,160.8,1675.0,5
2,644.6,2,6,2,68.19,2362.0,5
5,401.1,2,5,2,28.72,3475.0,7
2,540.0,3,8,2,154.6,953.6,4
7,950.6,7,10,2,120.5,3377.0,5
4,1333.0,8,13,2,203.0,2978.0,5
7,540.1,0,6,1,187.5,2773.0,6
1,737.6,0,7,1,81.68,3175.0,5
5,716.0,5,7,3,53.74,1914.0,3
6,571.7,6,7,2,211.8,3023.0,4
6,475.3,4,7,2,99.75,2642.0,4
5,335.4,2,5,3,153.7,2258.0,9
3,587.2,3,7,2,225.7,3477.0,4
8,1383.0,9,14,3,248.6,4335.0,8
7,1369.0,10,12,3,66.37,3610.0,5
4,601.8,3,6,2,79.05,3700.0,15
1,556.7,6,8,2,105.4,1930.0,5
6,1736.0,12,16,4,179.3,2692.0,5
6,576.1,5,5,2,132.2,2913.0,5
8,514.1,3,6,2,35.68,2845.0,4
5,917.1,5,10,2,150.8,2405.0,3
2,599.7,4,8,2,176.0,2248.0,5
4,1399.0,9,11,3,274.6,3165.0,6
5,714.3,2,7,2,45.23,3409.0,6
6,753.8,4,6,2,84.64,1942.0,6
6,450.3,3,5,2,140.3,2933.0,5
8,406.6,3,5,4,24.0,3137.0,5
4,1126.0,0,12,2,659.2,2521.0,3
5,720.9,5,8,3,66.37,1795.0,8
5,1270.0,9,13,4,69.21,3610.0,3
4,638.6,3,6,2,174.4,2913.0,4
7,691.5,4,7,2,153.3,2402.0,9
7,582.8,3,5,2,61.11,6419.0,4
6,499.9,2,7,2,135.1,4219.0,4
4,487.4,2,5,2,90.36,1709.0,5
7,844.6,0,10,2,154.7,3577.0,5
6,651.6,0,6,1,160.4,3388.0,5
7,681.9,4,6,3,126.5,4152.0,5
1,767.6,5,7,1,90.27,1617.0,7
5,791.5,5,6,2,248.0,2285.0,5
2,710.0,0,7,1,77.96,2420.0,4
4,626.6,4,6,3,203.3,3628.0,7
3,632.9,5,6,1,223.4,3609.0,8
7,1273.0,5,10,2,79.74,3459.0,4
3,509.0,5,7,3,54.25,4820.0,6
6,957.8,4,8,2,125.9,3351.0,4
2,1464.0,0,13,2,205.0,2494.0,4
3,683.2,4,5,1,148.8,3493.0,5
11,1350.0,9,15,3,208.1,2602.0,7
6,818.2,0,6,1,138.7,3620.0,6
4,731.5,4,7,2,30.85,2386.0,3
3,1677.0,11,13,3,221.4,2422.0,3
4,808.9,0,9,1,351.1,2916.0,4
6,1131.0,0,11,2,121.4,2705.0,6
3,730.5,6,8,3,54.72,3025.0,5
4,823.6,0,7,1,146.8,3040.0,3
2,826.2,8,6,2,94.63,1706.0,7
8,1145.0,8,11,2,144.2,3192.0,6
5,508.7,3,5,2,99.2,3193.0,4
5,892.0,6,8,2,152.2,4055.0,5
6,758.6,4,8,2,77.82,2101.0,8
3,890.4,0,9,2,146.3,2893.0,5
7,918.7,5,7,1,169.7,3237.0,9
6,1286.0,7,10,2,215.8,3482.0,6
5,1187.0,8,9,1,100.5,3593.0,6
5,700.8,4,7,2,59.66,2709.0,11
8,652.6,9,8,2,100.9,3825.0,6
3,548.8,4,7,2,100.8,3595.0,6
0,491.8,3,7,2,175.3,3739.0,5
7,1353.0,7,11,3,62.59,1517.0,4
4,716.3,0,8,2,36.7,2910.0,4
4,474.2,4,7,2,87.64,418.2,5
4,1368.0,6,13,3,212.2,4625.0,7
4,690.6,6,11,2,290.7,3006.0,6
5,1468.0,9,12,2,129.5,3735.0,6
6,892.5,5,9,4,29.5,3167.0,4
2,766.1,7,7,2,58.86,1805.0,9
5,677.6,5,6,2,28.69,4633.0,7
7,1047.0,5,9,3,311.5,2475.0,5
7,1590.0,12,13,4,291.7,3177.0,7
4,1396.0,14,11,2,206.5,3939.0,8
1,681.3,7,10,3,403.4,2264.0,5
3,565.4,5,5,1,136.0,2949.0,8
6,664.8,2,6,2,203.2,3958.0,7
8,796.0,5,9,3,31.33,3564.0,4
4,897.8,7,6,3,140.0,2282.0,7
4,535.3,0,5,1,209.8,1353.0,3
1,914.1,6,8,2,134.3,2953.0,6
3,569.8,3,6,2,202.5,3762.0,5
10,683.2,5,7,2,43.29,3239.0,6
5,706.4,3,7,4,134.6,2155.0,7
5,876.6,0,8,1,178.6,2896.0,6
6,571.3,2,5,2,58.49,2659.0,6
2,619.8,4,7,2,18.73,1178.0,4
3,812.6,6,8,2,352.1,2264.0,4
2,1003.0,8,9,2,148.3,2019.0,7
12,843.3,0,9,6,100.3,2638.0,7
7,556.5,4,6,2,112.2,4333.0,8
6,917.1,4,9,2,91.13,3012.0,3
5,402.7,3,5,2,92.97,3062.0,4
6,1263.0,9,14,3,98.23,2605.0,5
0,560.4,4,7,2,295.6,1455.0,4
5,755.0,0,8,1,396.5,2738.0,5
2,447.4,0,5,1,135.3,1087.0,3
6,1574.0,10,12,3,121.1,3888.0,5
7,652.4,4,5,2,343.5,2662.0,3
5,957.8,0,8,1,67.44,1477.0,7
3,396.5,2,6,1,78.98,2718.0,6
5,824.0,4,7,1,154.8,2946.0,4
2,688.3,3,8,3,393.5,4230.0,6
4,766.4,2,5,1,203.4,2567.0,6
1,518.7,0,8,3,117.5,2628.0,5
8,821.3,6,7,1,133.8,3086.0,3
11,1294.0,12,12,3,81.03,3531.0,4
5,1443.0,6,11,2,96.35,1738.0,6
3,665.6,3,5,3,13.62,1195.0,4
4,1634.0,13,14,3,128.0,2536.0,4
4,906.8,6,11,2,62.69,3402.0,4
6,465.9,3,5,3,116.6,2967.0,7
3,1077.0,0,12,1,304.8,2151.0,9
3,865.4,5,7,1,41.47,2191.0,7
4,698.8,4,6,2,159.4,2866.0,4
4,653.1,5,8,2,43.41,3879.0,3
9,1152.0,0,12,2,558.5,4044.0,8
7,1156.0,7,10,1,115.1,3044.0,3
5,917.9,7,8,2,222.4,3552.0,14
9,677.1,3,8,2,111.2,2461.0,5
7,598.7,3,7,2,80.72,3974.0,4
6,906.8,6,9,3,63.46,3677.0,4
7,627.8,5,8,2,79.34,3272.0,8
1,712.4,6,7,2,55.33,572.9,4
7,960.1,4,9,2,91.81,2386.0,4
3,445.7,0,5,1,215.6,2448.0,7
3,939.4,4,7,3,68.85,2012.0,2
6,1342.0,5,9,3,298.3,2741.0,9
4,630.0,0,7,1,169.6,2624.0,4
5,567.1,0,6,1,444.7,3179.0,8
4,712.8,7,7,2,144.5,2432.0,4
2,890.3,6,10,2,150.5,3920.0,7
4,783.5,3,7,3,135.8,3438.0,12
6,856.7,4,8,1,262.4,3336.0,8
4,547.2,4,6,2,99.61,3047.0,7
1,770.0,0,8,1,116.5,3688.0,5
4,806.9,3,9,2,114.8,1472.0,5
4,1189.0,10,9,2,270.4,2970.0,5
4,702.8,4,6,2,100.4,2226.0,4
4,849.4,7,6,1,127.1,1751.0,6
3,643.1,5,5,2,27.64,1407.0,7
6,569.1,5,7,3,243.8,3228.0,11
4,954.9,6,8,3,399.5,3168.0,5
4,1123.0,8,8,2,171.5,3895.0,4
6,708.9,0,7,2,44.88,2692.0,7
3,829.2,4,8,2,110.1,4661.0,5
6,855.4,3,7,2,98.8,3061.0,5
4,939.7,7,9,2,138.6,2170.0,5
5,1239.0,6,12,2,271.3,3835.0,6
7,702.1,5,7,2,161.7,3341.0,4
5,779.7,3,8,2,52.53,4315.0,7
8,1016.0,6,10,2,45.96,2094.0,6
5,649.9,4,7,2,122.8,4683.0,4
5,773.1,2,7,2,46.99,1812.0,6
1,538.0,3,7,2,22.87,1492.0,7
5,722.3,5,6,2,168.3,3880.0,4
6,777.1,3,7,2,199.1,3280.0,7
7,773.8,6,12,3,113.1,2894.0,3
10,1155.0,0,11,1,265.1,4129.0,8
4,1092.0,9,8,2,185.2,5155.0,5
5,973.4,6,6,3,117.3,3446.0,9
5,947.4,5,8,2,161.5,2990.0,5
4,962.3,0,10,2,47.96,2863.0,7
3,648.8,5,6,1,231.5,3337.0,7
7,715.5,4,9,3,149.9,4193.0,5
7,977.1,6,8,2,42.73,5341.0,3
7,746.0,4,7,2,208.8,2158.0,6
3,518.9,0,5,1,72.68,4620.0,6
8,611.7,4,5,2,51.29,2708.0,4
3,602.9,0,6,1,119.2,1771.0,6
4,623.1,4,6,2,97.62,2279.0,9
2,497.8,2,6,2,52.04,894.4,7
9,966.1,0,8,1,120.7,2572.0,9
3,993.3,8,8,4,131.1,2175.0,5
6,654.5,5,7,2,146.9,2279.0,5
12,1262.0,6,12,2,92.63,1313.0,7
6,852.2,7,7,2,86.78,3323.0,9
6,932.4,6,9,2,280.2,3075.0,7
6,684.4,3,7,1,92.71,3083.0,5
7,699.8,4,6,2,79.97,2922.0,10
4,554.3,0,5,1,51.29,2225.0,6
5,676.4,6,8,2,53.46,3554.0,9
5,778.7,2,7,2,66.11,2304.0,8
6,781.1,0,9,1,112.1,2695.0,4
2,623.2,3,5,2,58.3,2515.0,4
7,795.4,4,8,2,127.1,4867.0,4
11,1557.0,9,11,2,503.6,2896.0,4
7,785.7,8,7,2,150.2,2311.0,7
6,966.4,8,10,2,99.98,3638.0,6
4,932.3,4,8,2,374.6,2835.0,7
2,229.5,2,4,1,31.76,2814.0,2
8,935.1,2,9,2,98.07,3139.0,10
5,515.0,3,5,1,168.6,4566.0,7
5,585.6,4,6,2,56.09,2518.0,3
3,1262.0,6,13,2,101.5,2803.0,3
3,649.6,5,4,2,62.77,3521.0,6
4,1181.0,5,9,2,195.5,2851.0,6
2,613.4,0,5,1,97.02,2180.0,2
3,388.1,4,5,4,115.0,1570.0,5
4,1599.0,10,11,2,200.4,3074.0,7
1,534.6,4,7,2,93.86,1213.0,7
4,611.5,5,9,3,30.37,3266.0,6
1,515.3,4,5,2,62.98,1622.0,4
6,591.2,5,6,3,146.7,3954.0,3
3,645.6,4,8,2,87.86,4138.0,3
6,1016.0,7,7,2,162.9,4046.0,8
5,766.8,0,7,1,307.0,5184.0,6
5,798.9,4,7,2,49.48,2749.0,7
6,735.0,3,7,2,15.23,2170.0,6
4,452.2,2,6,1,100.7,4363.0,4
7,804.5,0,7,1,274.3,2646.0,8
7,492.6,1,4,1,150.6,3221.0,6
3,955.8,6,8,3,190.7,3920.0,4
2,665.3,4,7,2,119.9,1824.0,6
7,661.7,0,7,1,233.6,2743.0,9
4,756.3,0,6,1,174.4,1975.0,5
5,703.6,7,7,2,87.09,4290.0,4
3,646.5,0,7,1,42.35,2425.0,6
3,1005.0,6,10,2,205.7,3422.0,4
8,1339.0,10,11,2,192.5,2569.0,6
3,1015.0,6,9,3,185.1,2366.0,7
5,701.9,0,6,1,62.58,2454.0,7
2,629.5,3,7,2,132.9,2932.0,7
3,548.2,0,6,1,268.7,4150.0,4
1,865.8,6,6,2,192.9,2333.0,3
5,1493.0,7,9,2,108.4,2476.0,7
3,719.8,9,9,3,150.2,2594.0,3
4,1045.0,7,7,3,152.1,3003.0,3
3,783.2,3,6,2,174.0,3724.0,5
1,361.5,2,4,2,172.4,2949.0,3
4,832.5,4,7,2,40.47,3371.0,3
4,715.7,3,5,1,262.2,2998.0,9
2,281.2,2,4,2,52.91,913.4,2
3,683.7,3,6,2,197.0,3633.0,4
6,732.1,6,6,1,94.87,3142.0,5
7,839.7,4,9,2,111.2,2871.0,5
2,815.5,8,6,2,77.0,2249.0,5
5,1061.0,4,7,2,266.2,2166.0,5
6,693.0,3,8,2,146.7,6026.0,5
6,504.2,3,5,1,47.72,2638.0,6
3,1178.0,9,9,3,65.96,2212.0,7
3,742.1,5,7,2,319.8,2414.0,5
6,640.4,3,6,2,221.8,3409.0,4
5,960.6,7,6,3,126.2,2774.0,7
4,579.2,2,6,2,107.1,3331.0,5
8,754.0,7,10,2,251.2,3091.0,6
8,684.8,4,5,2,245.6,3050.0,10
5,907.0,6,10,2,48.68,934.0,6
9,686.5,3,7,2,85.9,1967.0,5
6,1163.0,9,9,3,36.57,2885.0,5
5,900.2,0,7,1,81.92,1523.0,4
4,414.3,4,7,3,76.28,2045.0,8
6,470.7,3,7,2,100.0,3238.0,5
2,787.4,0,7,1,108.1,1498.0,4
7,741.1,0,8,1,193.3,2863.0,6
7,685.6,5,6,3,53.97,3219.0,5
6,378.3,1,5,1,77.63,3512.0,2
2,525.1,4,5,2,75.95,2883.0,5
7,820.0,0,9,2,141.9,3956.0,3
2,833.4,6,7,3,27.13,1316.0,6
3,926.9,6,11,2,119.3,3411.0,5
5,546.6,2,6,1,172.3,3352.0,5
8,593.5,4,6,2,189.5,3377.0,10
3,566.7,5,6,2,309.7,4049.0,5
7,763.1,0,7,1,63.01,2429.0,4
1,663.4,5,6,1,117.1,2676.0,4
5,776.3,5,7,2,204.4,1933.0,4
2,782.4,4,6,3,23.1,1982.0,5
3,1113.0,9,11,2,62.64,2092.0,10
11,1438.0,0,11,2,387.5,2268.0,9
8,767.8,6,6,1,174.9,1851.0,6
8,952.2,0,9,1,207.3,2527.0,6
4,377.7,4,6,3,130.4,2599.0,5
5,728.7,5,9,2,162.6,2749.0,5
6,955.7,4,7,2,209.5,3563.0,5
2,1153.0,5,7,2,68.2,2462.0,8
8,1175.0,8,9,3,44.83,1754.0,3
5,1325.0,0,13,1,74.23,3565.0,6
5,964.6,8,7,2,108.9,3035.0,6
6,788.0,4,7,2,166.1,3902.0,4
6,1367.0,6,10,2,898.3,2400.0,7
7,1223.0,8,6,1,59.46,2507.0,6
1,667.0,5,6,2,14.1,1374.0,5
2,1068.0,6,11,2,205.5,2561.0,6
3,811.4,3,5,2,227.0,2479.0,10
2,699.5,5,6,2,100.2,3210.0,7
7,1015.0,7,9,3,50.98,3138.0,4
5,728.2,3,7,2,39.36,2448.0,8
2,602.6,3,7,2,136.7,3128.0,9
9,1022.0,0,11,1,352.8,3477.0,5
3,976.0,9,9,2,244.5,3127.0,4
3,747.5,0,7,1,211.4,967.0,4
4,803.4,2,7,2,66.61,1466.0,4
14,546.7,4,6,2,98.04,2922.0,3
3,734.9,7,7,3,73.19,2901.0,5
7,437.3,4,7,3,125.5,3447.0,4
3,796.5,4,8,3,79.47,2617.0,4
4,671.6,0,6,1,106.8,3276.0,9
7,875.5,0,8,1,17.18,1974.0,6
6,731.2,8,9,2,52.17,3084.0,7
7,677.9,5,8,3,252.0,2372.0,5
5,1730.0,15,15,4,203.8,2674.0,3
4,1085.0,0,11,2,58.53,1531.0,5
8,1163.0,0,11,2,68.83,976.7,5
6,1263.0,7,8,2,153.7,2643.0,4
3,789.8,3,7,2,206.4,4381.0,7
7,602.3,0,6,1,140.6,3241.0,3
2,1289.0,7,9,1,529.8,2892.0,4
7,580.7,5,8,3,88.8,3366.0,8
8,912.7,5,8,2,203.2,2581.0,8
4,686.5,5,7,2,130.5,3195.0,5
2,1447.0,10,10,2,361.6,4063.0,7
7,1357.0,8,12,3,46.57,2946.0,6
1,212.6,6,5,2,56.61,1071.0,3
7,691.8,3,7,3,88.6,2710.0,5
6,890.7,5,10,3,93.25,2444.0,5
7,661.9,5,9,2,101.1,3332.0,8
8,1228.0,6,11,3,377.8,2862.0,8
3,1100.0,9,11,3,70.68,351.4,3
8,728.2,5,6,1,165.3,2812.0,5
7,1057.0,0,10,2,371.8,4077.0,8
5,648.8,0,7,2,107.3,1309.0,6
5,1127.0,8,7,1,251.7,2973.0,9
5,557.6,4,6,2,306.7,3199.0,8
7,952.7,0,8,1,92.82,3119.0,5
2,537.8,5,6,3,199.6,1671.0,5
3,420.0,4,5,2,46.98,2966.0,6
4,322.9,3,5,1,312.4,2466.0,3
1,557.9,4,7,3,96.78,1723.0,6
7,771.5,6,9,2,224.6,1832.0,5
6,534.0,0,5,1,34.69,1753.0,4
2,754.9,6,7,2,91.66,1094.0,5
9,1114.0,8,10,3,50.06,2455.0,4
9,928.2,7,10,3,82.98,2815.0,9
10,1254.0,9,11,2,247.8,3612.0,6
5,698.3,6,7,3,65.68,1910.0,5
4,577.3,5,7,2,164.3,2532.0,7
1,480.4,4,6,3,146.0,3163.0,7
5,817.9,3,8,3,38.22,2242.0,6
6,838.3,5,8,2,110.5,3547.0,5
4,654.9,4,6,2,155.2,4119.0,5
8,1012.0,7,10,3,129.5,2726.0,6
1,742.0,3,7,2,122.8,3650.0,14
3,1051.0,6,11,2,62.72,1693.0,5
5,672.9,4,7,2,187.1,3273.0,5
4,993.0,5,10,2,535.7,3122.0,3
3,768.2,4,7,3,44.54,911.2,4
0,594.1,5,6,2,110.3,1455.0,5
3,886.6,5,6,2,159.8,2162.0,6
6,1037.0,9,10,2,134.4,2499.0,6
8,733.2,4,8,3,87.53,3519.0,4
3,619.5,3,6,3,79.32,3534.0,3
2,559.8,2,6,1,254.6,1739.0,5
6,521.0,5,8,3,142.3,2998.0,7
7,742.4,5,7,2,82.15,2970.0,7
6,572.7,3,5,2,186.7,2510.0,7
7,805.6,5,8,1,302.8,3984.0,5
4,613.0,5,6,2,245.0,4462.0,3
6,614.3,4,6,2,87.76,3162.0,5
4,1042.0,9,10,2,232.2,3360.0,5
3,358.8,4,5,1,81.37,3292.0,9
6,740.6,6,7,2,336.3,2823.0,6
3,883.5,2,7,2,285.5,2030.0,5
6,333.1,2,5,1,65.74,1920.0,2
6,937.4,8,10,2,143.4,3220.0,6
1,588.0,5,7,3,39.0,2391.0,3
6,560.8,4,7,2,115.5,2749.0,9
2,799.1,4,8,2,107.9,2420.0,4
5,723.8,3,8,2,228.7,1786.0,6
7,955.9,0,9,2,149.6,1671.0,4
9,901.9,4,7,1,181.0,2454.0,8
7,1309.0,0,13,2,148.5,3365.0,4
4,472.2,0,8,2,43.05,2815.0,4
5,743.4,4,8,2,89.79,2097.0,2
4,1115.0,6,7,1,107.8,3528.0,6
8,858.6,0,8,1,143.9,2727.0,5
4,672.6,4,7,2,123.9,3125.0,7
5,970.8,0,8,1,189.8,2635.0,4
6,838.3,5,8,2,182.8,2461.0,7
5,890.1,5,8,2,268.6,2737.0,6
6,1534.0,6,14,2,370.1,3078.0,3
2,521.0,4,6,2,68.01,1883.0,4
3,789.1,7,7,2,154.4,2893.0,5
6,1021.0,0,12,2,125.9,3781.0,2
2,485.0,4,6,2,255.0,2006.0,4
2,885.6,6,7,2,179.0,4634.0,6
7,746.8,5,7,3,175.3,3479.0,7
7,1312.0,7,11,3,306.1,4767.0,10
8,1234.0,0,13,1,187.3,3431.0,4
4,713.9,6,7,1,105.9,4105.0,5
6,947.6,8,10,3,10.76,2484.0,4
6,657.1,0,9,2,91.89,3094.0,6
4,619.9,3,7,2,192.8,2812.0,3
3,926.2,6,9,4,26.99,877.5,4
2,649.8,3,7,3,122.8,3084.0,5
3,1144.0,9,8,2,109.3,2799.0,4
5,1141.0,5,10,2,249.8,4874.0,5
5,868.1,10,13,3,293.1,3513.0,3
10,505.5,2,6,1,63.04,2511.0,2
2,741.1,7,8,4,44.1,1782.0,5
7,875.5,4,9,2,107.0,2777.0,7
0,852.8,5,10,2,48.51,3513.0,5
5,667.7,4,5,2,186.0,2502.0,5
10,1112.0,0,11,1,94.18,1799.0,5
4,1115.0,12,11,3,139.2,4042.0,8
2,1278.0,9,14,4,86.16,2411.0,6
4,732.1,3,6,2,120.2,2916.0,4
3,588.0,5,6,2,358.8,3140.0,8
3,513.1,4,6,3,35.29,3492.0,6
6,593.4,0,6,1,192.6,1625.0,5
6,782.2,4,7,2,134.2,3558.0,5
3,457.8,5,8,3,243.3,3560.0,6
3,679.1,3,8,3,83.07,2973.0,5
11,1122.0,4,10,4,95.39,3148.0,9
6,898.2,5,11,2,207.2,3186.0,5
5,896.0,0,8,1,106.6,2036.0,2
3,1219.0,5,10,2,242.9,3128.0,6
3,668.8,0,7,2,125.0,2492.0,4
7,1490.0,9,8,2,387.1,3194.0,6
3,789.1,6,7,2,69.88,2455.0,6
2,600.0,4,6,3,33.57,2599.0,8
5,849.8,2,8,2,221.6,3395.0,5
2,439.8,3,6,2,34.63,297.5,3
6,463.7,5,6,3,128.2,4323.0,7
6,929.6,7,11,3,123.1,4114.0,7
3,776.9,7,7,1,26.8,373.0,3
4,307.7,4,5,1,149.5,4863.0,2
1,656.4,7,8,4,189.3,1159.0,7
3,636.5,0,8,2,101.5,3658.0,3
5,742.1,4,9,2,316.3,3849.0,5
7,593.1,2,6,1,166.9,3424.0,3
3,279.7,5,6,2,274.4,2957.0,6
7,760.1,2,10,2,214.9,3855.0,8
6,811.8,5,8,3,73.24,4051.0,5
4,1153.0,0,8,1,189.9,1898.0,4
5,975.7,5,9,3,72.02,3923.0,9
4,785.1,5,8,2,92.18,2748.0,6
2,599.4,4,5,2,55.55,645.8,4
4,485.8,3,6,1,182.2,3684.0,6
5,809.4,5,8,3,132.4,3387.0,6
6,1008.0,7,10,3,23.91,2238.0,6
7,957.3,4,10,2,104.9,3632.0,4
6,659.1,0,6,1,331.6,3442.0,12
1,582.3,7,8,2,166.6,2271.0,3
1,370.5,3,5,2,43.66,507.7,4
5,674.3,0,7,1,113.9,3798.0,7
6,651.0,6,9,2,205.1,3271.0,4
3,629.2,6,9,3,209.7,2042.0,5
4,732.2,0,8,1,114.7,1476.0,7
4,772.2,5,9,2,221.4,3683.0,7
2,686.0,8,6,2,16.04,363.7,4
6,970.1,4,8,2,109.7,2953.0,3
4,890.4,5,10,2,265.9,2991.0,8
3,1231.0,7,8,2,215.9,3716.0,8
6,1068.0,4,10,2,106.1,3505.0,8
9,1403.0,7,11,3,258.1,2208.0,5
9,1071.0,7,11,4,82.34,3375.0,5
3,621.4,6,6,2,51.43,2328.0,5
3,485.1,2,6,1,172.9,3729.0,7
3,828.2,3,7,1,183.5,3070.0,9
0,778.7,6,8,3,106.0,1574.0,4
3,1125.0,4,7,2,175.6,2257.0,7
4,652.2,0,7,1,248.5,4001.0,6
5,863.9,3,9,2,219.1,3313.0,7
6,433.2,4,7,2,343.8,2579.0,4
6,899.0,4,8,2,55.7,3165.0,5
5,754.4,3,6,2,157.3,2984.0,5
3,697.1,0,7,2,50.73,3107.0,13
4,467.1,4,5,2,129.6,3326.0,6
11,646.8,4,7,2,22.18,2674.0,7
4,834.6,6,8,3,112.2,3821.0,8
1,1079.0,8,6,1,300.3,2078.0,5
6,903.0,0,9,2,281.5,3393.0,7
3,984.4,4,9,3,252.8,3191.0,4
9,845.2,0,7,1,116.3,2760.0,6
8,1047.0,6,9,2,111.0,2945.0,9
8,1129.0,6,9,3,224.8,2763.0,4
3,851.7,5,8,3,147.3,3374.0,3
5,975.7,6,11,4,50.25,3003.0,6
4,868.1,8,8,3,38.91,3150.0,5
7,1050.0,2,9,2,231.3,4990.0,7
2,630.5,5,8,4,28.21,2472.0,9
8,884.6,0,7,2,167.0,3254.0,9
5,830.1,5,10,2,98.05,2774.0,5
5,670.9,0,7,1,247.6,2908.0,5
3,518.9,3,5,2,122.6,2650.0,6
9,861.7,0,9,1,111.3,4067.0,4
3,923.2,5,9,1,88.21,4452.0,3
4,532.7,5,7,2,146.8,3224.0,6
3,1100.0,7,10,3,245.2,2894.0,8
12,1655.0,11,17,2,59.05,3690.0,8
7,923.4,4,9,2,162.4,5229.0,3
4,807.5,3,6,2,20.9,3063.0,3
1,891.8,7,8,2,41.75,957.0,6
6,466.9,3,8,2,50.68,3396.0,7
9,1041.0,3,11,2,135.9,2337.0,6
1,1007.0,5,9,2,126.8,2814.0,3
4,646.1,0,8,1,424.6,2386.0,9
6,513.3,3,6,2,130.9,3286.0,8
5,474.1,6,8,2,124.7,1975.0,6
3,507.4,3,6,2,449.6,3696.0,4
9,342.4,2,7,2,44.62,1793.0,5
9,1191.0,8,12,2,213.4,4390.0,10
4,1016.0,7,10,2,246.2,2911.0,11
6,912.2,1,7,2,120.3,3670.0,5
4,736.6,0,8,1,184.0,1498.0,7
6,1048.0,0,12,1,248.9,2977.0,4
11,730.0,4,7,2,69.72,2433.0,4
11,950.0,4,9,2,276.8,2011.0,7
7,1134.0,5,8,2,185.1,3699.0,8
7,710.2,5,7,2,98.15,3293.0,4
2,574.0,4,6,3,121.9,1124.0,6
6,1432.0,12,16,2,281.0,3168.0,3
6,567.1,5,5,3,106.4,3064.0,5
1,446.9,4,5,2,86.03,2077.0,7
7,1254.0,7,10,3,108.0,1759.0,6
9,1142.0,9,8,2,93.04,3022.0,5
3,1410.0,6,14,2,185.2,3112.0,3
6,1445.0,5,14,2,140.7,3822.0,6
10,974.4,8,9,2,362.2,2917.0,8
6,849.1,0,8,1,99.81,2754.0,4
2,827.8,5,10,3,106.0,3911.0,5
